Note, Blocked=TRUE IPs will stop having their metrics updated as they have been blocked.						
						
TotalIps: 3138, TotalTxs: 4097594, AvgFees: 251711						
						
IP	TxCount	DupCount	AvgFee	MinFee	MaxFee	Blocked
107.155.109.146	98	696	50002	5100	1005001	FALSE
185.229.191.86	97	120	26474	15925	206927	FALSE
45.32.248.133	97	287	12565	5000	105001	FALSE
69.67.151.244	96	622	42786	5125	3005000	FALSE
135.148.83.196	96	378	81612	5047	805187	FALSE
15.204.129.180	96	186	32012	5105	207101	FALSE
15.204.133.55	96	204	67849	6270	805084	FALSE
208.115.224.58	95	337	283343	5000	10005001	FALSE
150.230.222.221	95	341	15389	5000	805000	FALSE
45.250.255.96	95	186	72177	5001	145071	FALSE
54.163.31.53	95	393	76204	5050	2505000	FALSE
129.159.33.252	95	335	16761	5001	114283	FALSE
130.61.232.11	95	300	11834	5000	119800	FALSE
91.211.83.215	95	296	458445	5237	10005000	FALSE
45.250.255.37	94	799	34329	11648	60248	FALSE
208.115.205.218	94	585	22334	5000	904999	FALSE
130.61.32.151	94	353	8697	5001	44541	FALSE
199.127.63.243	94	1	13691	11901	20703	FALSE
45.43.14.203	94	422	34973	13376	805177	FALSE
23.92.177.77	93	639	71836	7800	1605000	FALSE
93.115.25.186	93	428	126016	5210	10005000	FALSE
208.91.107.81	93	167	25467	8373	45000	FALSE
185.229.191.102	93	106	32915	15914	632338	FALSE
141.94.3.163	93	17	14017	6000	47000	FALSE
136.244.110.211	93	316	14774	5325	105000	FALSE
198.244.253.220	93	1	13767	9637	21804	FALSE
178.211.157.50	92	403	6545	5283	20300	FALSE
3.91.30.184	92	372	59096	5000	1005000	FALSE
130.61.42.182	92	263	14554	5000	605000	FALSE
194.126.172.254	91	125	13401	13302	20401	FALSE
45.250.254.61	91	729	33969	5001	1010140	FALSE
150.230.217.160	91	317	14809	5000	257000	FALSE
208.115.224.26	91	315	529105	5000	7505001	FALSE
78.159.115.241	91	637	5637	5200	6600	FALSE
204.16.245.173	91	186	15775	5000	261128	FALSE
142.4.53.73	91	949	45889	11042	311242	TRUE
70.36.102.16	91	386	140623	5001	10005000	FALSE
158.101.68.113	90	254	36544	5000	1605000	FALSE
74.118.139.2	90	290	170162	5000	425000	FALSE
202.8.8.101	90	535	18328	5900	71900	FALSE
34.229.14.73	90	380	33791	5050	505000	FALSE
154.9.228.205	90	1203	5157	5145	5233	TRUE
100.26.59.14	89	465	274843	5002	20005000	FALSE
185.229.191.101	89	109	58255	15905	1459306	FALSE
51.81.37.26	89	220	52428	5103	805127	FALSE
64.20.39.186	89	147	362974	5100	10005000	FALSE
84.32.186.110	88	646	1265133	5000	30005000	FALSE
141.98.216.43	88	298	12625	5042	42050	FALSE
168.138.219.16	88	241	19142	5000	805000	FALSE
208.91.107.91	88	177	369056	5020	16005000	FALSE
54.172.203.113	88	404	78985	5050	4210000	FALSE
67.217.61.19	88	209	23040	5200	225000	FALSE
15.204.129.194	88	185	139356	5059	805152	FALSE
74.118.136.170	87	257	183607	5000	805000	FALSE
152.69.222.51	87	246	14519	5000	205000	FALSE
185.229.191.98	87	70	30118	15911	223051	FALSE
208.115.203.254	87	183	245535	5000	7505001	FALSE
208.115.224.54	87	320	594053	5000	10105001	FALSE
208.115.224.22	87	173	177792	5000	3326520	FALSE
54.82.70.16	87	395	50998	5050	915091	FALSE
173.231.58.18	87	564	25362	5030	225000	FALSE
157.52.220.234	87	925	46173	5000	1355000	TRUE
217.110.201.115	87	575	20484	5900	110231	FALSE
45.129.84.186	87	182	17495	6969	225000	FALSE
208.115.224.34	86	331	184761	5000	2005001	FALSE
147.28.157.187	86	392	13268	10367	16443	FALSE
202.8.9.137	85	473	29700	5198	205000	FALSE
162.19.136.16	85	317	36564	5000	1985000	FALSE
207.211.170.246	85	259	30753	5001	1628350	FALSE
158.101.220.201	85	289	10557	5001	59781	FALSE
51.81.36.249	85	258	32783	5415	201062	FALSE
129.146.247.15	84	325	72084	5001	2405000	FALSE
185.229.191.115	84	77	42392	15953	1074883	FALSE
208.115.203.234	84	190	160296	5000	3005000	FALSE
204.16.243.80	84	1242	127159	5100	7505001	FALSE
202.8.8.152	83	286	56530	5020	3505000	FALSE
139.84.228.251	83	409	36219	5000	414568	FALSE
132.226.9.75	83	283	10028	5000	25002	FALSE
202.8.8.153	83	273	53709	5020	3505000	FALSE
190.2.149.110	83	61	42811	35000	65000	FALSE
103.50.32.67	83	259	8849	5001	15773	FALSE
204.16.242.169	82	185	8005	5200	9800	FALSE
74.63.207.62	82	134	383992	5000	4205000	FALSE
208.115.224.62	82	209	272188	5000	7505001	FALSE
202.8.9.24	82	151	524588	5000	6255000	FALSE
15.235.184.84	82	179	9573	9544	13383	FALSE
141.98.218.62	82	97	8990	5000	50002	FALSE
51.81.61.92	82	253	26048	5106	162154	FALSE
135.148.154.219	81	144	18495	5100	35000	FALSE
141.98.217.149	81	10	198787	6000	1005000	FALSE
160.202.128.177	81	3	13372	11092	19071	FALSE
108.61.127.215	81	234	113040	5000	8005001	FALSE
158.178.243.242	81	285	11642	5000	105000	FALSE
169.155.44.188	81	480	54901	6000	1355000	FALSE
157.52.220.202	81	558	32186	5317	1355000	FALSE
67.209.54.238	81	980	41137	5035	2537163	TRUE
185.130.226.79	80	0	13327	13301	13401	FALSE
209.250.240.26	80	297	210184	5001	9005001	FALSE
74.118.139.41	79	319	16747	5020	305000	FALSE
52.71.5.76	79	360	3618446	5000	25005000	FALSE
45.129.84.64	79	852	14255	11886	47000	TRUE
185.229.191.84	78	67	39217	15899	1459306	FALSE
45.76.36.36	78	194	15054	5000	105000	FALSE
67.209.55.5	78	866	14483	5018	257000	TRUE
15.235.143.102	77	173	9625	9544	13383	FALSE
15.235.184.96	77	180	9676	9544	13383	FALSE
208.115.224.42	77	276	218587	5000	2505000	FALSE
202.8.9.27	77	177	367548	5000	6255000	FALSE
152.70.97.42	77	300	31405	5000	805000	FALSE
141.148.244.121	77	257	141129	5000	10005000	FALSE
193.122.154.221	77	287	15700	5001	205000	FALSE
100.42.124.201	76	158	9803	5800	14600	FALSE
15.204.241.66	76	578	18240	5000	105000	FALSE
15.235.143.12	76	149	9678	9544	13383	FALSE
74.63.207.42	76	204	352878	5000	6255000	FALSE
208.115.224.38	76	387	323585	5000	8385283	FALSE
158.101.92.18	76	284	14503	5000	245000	FALSE
15.204.241.33	76	457	14133	5000	105000	FALSE
132.145.195.174	76	252	12548	5001	90000	FALSE
208.115.203.250	76	218	369955	5000	7505001	FALSE
45.129.84.184	76	175	86962	6969	1355163	FALSE
35.77.218.30	75	471	9793	5800	13000	FALSE
15.204.241.60	75	398	10628	5000	105000	FALSE
147.28.133.179	75	334	11532	5000	48062	FALSE
185.8.106.206	75	508	5000	5000	5000	FALSE
145.40.106.57	75	320	18418	5000	255000	FALSE
208.115.224.30	74	193	220117	5000	1005001	FALSE
74.63.207.22	74	243	238809	5000	6255000	FALSE
15.204.129.162	74	266	40433	5102	162739	FALSE
15.204.241.59	73	505	14071	5000	105000	FALSE
129.159.40.136	73	302	10791	5000	47797	FALSE
185.132.134.94	73	119	80001	8498	510058	FALSE
104.156.239.156	73	154	16959	5001	272064	FALSE
64.31.63.60	72	92	9633	9544	13383	FALSE
67.209.52.91	72	242	173563	5000	425000	FALSE
74.63.207.66	72	203	439499	5000	6255000	FALSE
150.230.192.159	72	263	252790	5000	16005000	FALSE
204.16.247.76	72	184	13839	5000	194189	FALSE
185.229.191.114	72	77	35007	15930	626059	FALSE
74.63.207.46	72	203	287252	5000	6255000	FALSE
160.202.130.105	72	853	26413	5001	77009	TRUE
130.61.112.110	72	284	22907	5001	505000	FALSE
138.2.22.151	72	380	6674	5010	48347	FALSE
216.158.235.154	72	96	8943	5000	50002	FALSE
216.158.235.138	72	166	26907	5013	1005000	FALSE
146.235.207.48	71	189	82654	5001	5005000	FALSE
109.104.152.233	71	80	9635	9544	13383	FALSE
23.92.177.76	71	464	56971	7800	1405000	FALSE
185.229.191.103	71	73	46183	15902	1074881	FALSE
45.63.123.79	71	191	15058	5000	145216	FALSE
202.182.113.46	71	278	13710	5000	105001	FALSE
152.69.222.209	71	195	30650	5000	805000	FALSE
74.118.143.206	70	247	152664	5000	425000	FALSE
74.63.207.54	70	241	257084	5000	6255000	FALSE
204.16.246.19	70	293	63386	5001	1433572	FALSE
15.204.241.64	70	564	16688	5003	105000	FALSE
103.50.32.84	70	143	12379	5000	100000	FALSE
74.63.207.70	70	158	13222	5000	105000	FALSE
38.32.103.28	70	799	13347	13303	13401	TRUE
185.188.42.108	70	991	21662	5100	49000	TRUE
157.52.220.218	70	323	12888	5000	70000	FALSE
15.204.241.65	69	394	14385	5003	105000	FALSE
190.2.149.169	69	0	48606	35000	55000	FALSE
162.249.168.81	69	517	95692	6000	1355000	FALSE
202.182.109.176	68	233	19246	5000	110001	FALSE
45.77.23.181	68	129	15340	5000	85000	FALSE
165.140.87.106	68	324	17939	6017	36500	FALSE
207.148.115.158	68	93	33957	5000	1005001	FALSE
103.219.171.9	67	322	20949	5016	75000	FALSE
202.8.8.155	67	298	17159	5000	201000	FALSE
185.149.195.250	67	477	13398	12361	16325	FALSE
15.204.241.68	67	423	10187	5000	105000	FALSE
15.204.241.67	67	357	13613	5003	105000	FALSE
74.63.207.78	67	208	198834	5000	6255000	FALSE
54.37.206.231	67	205	35066	10000	74868	FALSE
15.204.133.87	67	100	22130	5102	105016	FALSE
208.115.203.242	67	194	263313	5000	7505001	FALSE
192.18.131.139	67	265	10747	5001	45000	FALSE
5.101.174.66	67	134	769044	5210	30005000	FALSE
142.4.53.68	67	711	45279	10934	116335	TRUE
108.171.203.186	66	300	21582	6022	101900	FALSE
151.145.65.169	66	296	111619	5001	5005000	FALSE
130.61.85.202	66	193	9024	5001	28448	FALSE
64.20.42.194	66	187	173335	5006	10005000	FALSE
154.9.228.235	66	1209	5157	5145	5232	TRUE
15.204.133.86	65	274	12796	5242	35000	FALSE
74.63.207.10	65	167	335977	5000	6255000	FALSE
195.181.173.225	65	62	20457	15932	110533	FALSE
74.63.207.50	65	98	43081	5000	845228	FALSE
23.92.177.79	65	518	89208	7800	1405000	FALSE
54.37.197.150	65	145	31960	12205	73984	FALSE
202.8.9.84	65	107	102278	5000	4325225	FALSE
139.180.195.43	65	114	13138	5001	105000	FALSE
51.195.72.151	65	182	37089	10000	30200	FALSE
45.250.253.96	65	690	29795	5000	65000	TRUE
142.4.53.72	65	716	43902	21586	160495	TRUE
206.72.199.22	65	419	20967	5000	415000	FALSE
135.148.153.119	65	234	15139	5103	29508	FALSE
195.181.173.215	64	129	23927	15952	89025	FALSE
195.181.173.135	64	90	20325	15920	67627	FALSE
207.148.113.136	64	137	177963	5000	10005000	FALSE
45.32.249.238	64	145	17074	5000	155000	FALSE
185.132.134.47	64	4	81259	9000	510059	FALSE
144.6.46.77	64	158	5000	5000	5000	FALSE
147.28.146.225	64	508	17455	6969	45000	FALSE
103.219.168.159	63	369	57962	6156	1605000	FALSE
198.13.46.227	63	96	19771	5000	105001	FALSE
15.204.241.62	63	503	14862	5004	105000	FALSE
15.204.129.173	63	262	15010	5100	27229	FALSE
185.132.134.114	63	0	58284	9000	510023	FALSE
104.255.228.41	63	1	55857	6000	75000	FALSE
109.104.153.214	62	87	9715	9544	13383	FALSE
202.8.8.103	62	118	16419	16002	17288	FALSE
103.106.231.88	62	156	9653	9544	13383	FALSE
202.8.9.26	62	243	446812	5000	6255000	FALSE
3.232.48.207	62	287	5168421	5000	50005000	FALSE
185.92.120.151	62	404	24347	5001	406153	FALSE
141.95.35.130	62	256	13875	5020	41003	FALSE
45.76.221.184	62	103	13405	5000	140562	FALSE
103.50.32.120	61	498	589712	5001	10005000	FALSE
74.63.207.74	61	168	201283	5000	6255000	FALSE
74.118.143.144	61	647	467191	5900	4520798	FALSE
67.209.54.212	61	216	102573	5000	4005000	FALSE
207.246.94.39	61	79	18527	5000	305000	FALSE
167.179.97.102	61	203	43383	5000	1005000	FALSE
51.210.112.140	61	7	13957	12322	19624	FALSE
162.19.87.126	61	22	13272	11608	15931	FALSE
142.4.53.82	61	614	49811	22051	311233	TRUE
74.118.143.69	61	280	13413	5900	101900	FALSE
51.81.8.40	61	151	15388	15004	15152	FALSE
34.147.193.40	60	103	271894	64083	605000	FALSE
45.250.254.32	60	424	5595	5200	6600	FALSE
103.50.32.62	60	1064	28053	5000	505000	TRUE
103.106.59.85	60	282	10311	5250	30109	FALSE
213.202.222.83	59	101	9724	9544	13383	FALSE
67.209.54.143	59	231	116339	5000	1805000	FALSE
195.181.173.219	59	127	21362	15965	69865	FALSE
173.231.41.154	59	171	359228	333251	463251	FALSE
129.146.246.176	59	220	33722	5001	1005000	FALSE
15.204.133.91	59	155	23163	5100	32333	FALSE
103.219.168.203	59	291	18416	6204	255000	FALSE
5.199.170.111	58	245	25365	5000	355000	FALSE
188.214.130.100	58	216	10022	6576	10722	FALSE
202.182.127.76	58	76	16624	5001	110001	FALSE
135.148.83.136	58	62	22407	5103	105005	FALSE
204.16.242.60	58	84	8024	5000	26983	FALSE
136.244.107.157	58	164	15899	5000	105000	FALSE
207.188.6.104	58	651	15744	7567	22220	TRUE
51.178.97.146	57	909	19389	5900	110149	TRUE
44.201.208.236	57	163	5916145	5000	70005000	FALSE
168.138.167.50	57	160	31977	5001	645000	FALSE
152.70.105.177	57	196	6623	5000	17712	FALSE
80.79.5.228	57	8	24882	16000	65000	FALSE
45.82.64.187	57	70	51127	35000	65000	FALSE
15.204.129.152	57	165	81696	5072	805116	FALSE
15.204.133.18	57	59	45103	6026	199525	FALSE
67.217.57.2	57	179	30225	5165	1005000	FALSE
192.200.102.178	56	3	13317	11727	13461	FALSE
213.202.223.77	56	101	9599	9544	9544	FALSE
18.140.236.194	56	367	364613	5051	405000	FALSE
202.8.8.121	56	365	12833	5000	45000	FALSE
185.102.218.137	56	68	21144	15953	46025	FALSE
44.204.62.166	56	182	5534344	5000	50005000	FALSE
150.136.222.207	56	173	30759	5001	1010140	FALSE
45.82.64.152	56	0	56960	55000	65000	FALSE
35.78.77.178	56	65	2010000	2010000	2010000	FALSE
142.4.53.71	56	601	52012	22015	311386	TRUE
69.67.150.105	55	157	23910	5107	405000	FALSE
141.94.3.10	55	209	52011	5005	2005000	FALSE
50.115.47.106	55	534	22473	5001	479267	FALSE
216.158.235.146	55	116	9555	5000	78062	FALSE
204.16.244.112	55	688	51665	5000	155000	TRUE
84.32.186.36	54	193	13311	12565	13401	FALSE
185.102.218.140	54	116	20334	15966	71365	FALSE
23.92.177.75	54	334	59367	7800	565000	FALSE
208.91.107.83	54	111	54405	5000	605000	FALSE
208.91.107.4	54	88	28737	8739	107929	FALSE
185.252.220.87	54	223	47276	5200	1355000	FALSE
204.16.247.55	54	728	18552	5398	155000	TRUE
51.75.157.41	53	265	200205	5900	9514905	FALSE
74.63.207.58	53	139	214866	5000	6255000	FALSE
195.181.173.228	53	102	20393	15938	85455	FALSE
202.8.9.82	53	147	67801	5000	1805000	FALSE
45.77.21.172	53	104	34856	5000	1005001	FALSE
142.4.53.87	53	574	57035	22180	311447	TRUE
67.209.54.40	52	110	63037	5000	1805000	FALSE
35.230.128.104	52	79	254720	53426	605000	FALSE
5.199.172.131	52	484	646851	5000	30005000	FALSE
185.102.218.156	52	100	22578	15917	82710	FALSE
213.202.222.237	52	97	9544	9544	9544	FALSE
45.32.9.55	52	90	11323	5034	105000	FALSE
66.23.229.138	52	698	49258	6969	1355000	TRUE
67.217.49.170	52	176	12818	5000	59061	FALSE
135.148.31.110	52	61	43391	5105	208328	FALSE
136.244.117.222	52	273	46010	6969	1355000	FALSE
51.38.113.92	51	111	9608	9544	13383	FALSE
185.102.218.159	51	114	20814	15945	54141	FALSE
52.203.192.236	51	246	7932500	5000	150005000	FALSE
45.32.186.70	51	157	1218509	5050	60005000	FALSE
160.202.128.3	51	444	16122	11495	21536	FALSE
45.43.14.231	51	166	224691	19002	805174	FALSE
142.4.53.90	51	574	62047	21982	311335	TRUE
142.4.53.83	51	546	45526	21628	161460	TRUE
